value	cluster_id
-2,-1,0,0,-2,0,1	66
-2,-1,0,0,-2,0,2	39
-2,-1,0,0,-2,1,-2	126
-2,-1,0,0,-2,1,-1	19
-2,-1,0,0,-2,1,0	19
-2,-1,0,0,-2,1,1	19
-2,-1,0,0,-2,1,2	39
-2,-1,0,0,-2,2,-2	62
-2,-1,0,0,-2,2,-1	62
-2,-1,0,0,-2,2,0	62
-2,-1,0,0,-2,2,1	116
-2,-1,0,0,-2,2,2	116
-2,-1,0,0,-1,-2,-2	126
-2,-1,0,0,-1,-2,-1	123
-2,-1,0,0,-1,-2,0	123
-2,-1,0,0,-1,-2,1	123
-2,-1,0,0,-1,-2,2	123
-2,-1,0,0,-1,-1,-2	126
-2,-1,0,0,-1,-1,-1	123
-2,-1,0,0,-1,-1,0	123
-2,-1,0,0,-1,-1,1	123
-2,-1,0,0,-1,-1,2	39
-2,-1,0,0,-1,0,-2	126
-2,-1,0,0,-1,0,-1	19
-2,-1,0,0,-1,0,0	19
-2,-1,0,0,-1,0,1	66
-2,-1,0,0,-1,0,2	66
-2,-1,0,0,-1,1,-2	126
-2,-1,0,0,-1,1,-1	19
-2,-1,0,0,-1,1,0	19
-2,-1,0,0,-1,1,1	19
-2,-1,0,0,-1,1,2	19
-2,-1,0,0,-1,2,-2	62
-2,-1,0,0,-1,2,-1	62
-2,-1,0,0,-1,2,0	62
-2,-1,0,0,-1,2,1	62
-2,-1,0,0,-1,2,2	113
-2,-1,0,0,0,-2,-2	126
-2,-1,0,0,0,-2,-1	123
-2,-1,0,0,0,-2,0	123
-2,-1,0,0,0,-2,1	123
-2,-1,0,0,0,-2,2	12
-2,-1,0,0,0,-1,-2	126
-2,-1,0,0,0,-1,-1	123
-2,-1,0,0,0,-1,0	123
-2,-1,0,0,0,-1,1	72
-2,-1,0,0,0,-1,2	12
-2,-1,0,0,0,0,-2	126
-2,-1,0,0,0,0,-1	1
-2,-1,0,0,0,0,0	1
-2,-1,0,0,0,0,1	66
-2,-1,0,0,0,0,2	66
-2,-1,0,0,0,1,-2	126
-2,-1,0,0,0,1,-1	19
-2,-1,0,0,0,1,0	19
-2,-1,0,0,0,1,1	19
-2,-1,0,0,0,1,2	113
-2,-1,0,0,0,2,-2	62
-2,-1,0,0,0,2,-1	62
-2,-1,0,0,0,2,0	62
-2,-1,0,0,0,2,1	47
-2,-1,0,0,0,2,2	113
-2,-1,0,0,1,-2,-2	20
-2,-1,0,0,1,-2,-1	20
-2,-1,0,0,1,-2,0	123
-2,-1,0,0,1,-2,1	123
-2,-1,0,0,1,-2,2	12
-2,-1,0,0,1,-1,-2	126
-2,-1,0,0,1,-1,-1	20
-2,-1,0,0,1,-1,0	123
-2,-1,0,0,1,-1,1	125
-2,-1,0,0,1,-1,2	12
-2,-1,0,0,1,0,-2	93
-2,-1,0,0,1,0,-1	1
-2,-1,0,0,1,0,0	1
-2,-1,0,0,1,0,1	125
-2,-1,0,0,1,0,2	125
-2,-1,0,0,1,1,-2	84
-2,-1,0,0,1,1,-1	19
-2,-1,0,0,1,1,0	19
-2,-1,0,0,1,1,1	47
-2,-1,0,0,1,1,2	59
-2,-1,0,0,1,2,-2	62
-2,-1,0,0,1,2,-1	62
-2,-1,0,0,1,2,0	47
-2,-1,0,0,1,2,1	47
-2,-1,0,0,1,2,2	59
-2,-1,0,0,2,-2,-2	20
-2,-1,0,0,2,-2,-1	20
-2,-1,0,0,2,-2,0	20
-2,-1,0,0,2,-2,1	20
-2,-1,0,0,2,-2,2	12
-2,-1,0,0,2,-1,-2	20
-2,-1,0,0,2,-1,-1	20
-2,-1,0,0,2,-1,0	20
-2,-1,0,0,2,-1,1	122
-2,-1,0,0,2,-1,2	122
-2,-1,0,0,2,0,-2	20
-2,-1,0,0,2,0,-1	20
-2,-1,0,0,2,0,0	122
-2,-1,0,0,2,0,1	122
-2,-1,0,0,2,0,2	3
-2,-1,0,0,2,1,-2	84
-2,-1,0,0,2,1,-1	20
-2,-1,0,0,2,1,0	19
-2,-1,0,0,2,1,1	47
-2,-1,0,0,2,1,2	3
-2,-1,0,0,2,2,-2	62
-2,-1,0,0,2,2,-1	47
-2,-1,0,0,2,2,0	47
-2,-1,0,0,2,2,1	47
-2,-1,0,0,2,2,2	3
-2,-1,0,1,-2,-2,-2	126
-2,-1,0,1,-2,-2,-1	123
-2,-1,0,1,-2,-2,0	123
-2,-1,0,1,-2,-2,1	2
-2,-1,0,1,-2,-2,2	39
-2,-1,0,1,-2,-1,-2	126
-2,-1,0,1,-2,-1,-1	25
-2,-1,0,1,-2,-1,0	25
-2,-1,0,1,-2,-1,1	25
-2,-1,0,1,-2,-1,2	39
-2,-1,0,1,-2,0,-2	126
-2,-1,0,1,-2,0,-1	25
-2,-1,0,1,-2,0,0	25
-2,-1,0,1,-2,0,1	25
-2,-1,0,1,-2,0,2	121
-2,-1,0,1,-2,1,-2	13
-2,-1,0,1,-2,1,-1	13
-2,-1,0,1,-2,1,0	25
-2,-1,0,1,-2,1,1	116
-2,-1,0,1,-2,1,2	116
-2,-1,0,1,-2,2,-2	13
-2,-1,0,1,-2,2,-1	13
-2,-1,0,1,-2,2,0	116
-2,-1,0,1,-2,2,1	116
-2,-1,0,1,-2,2,2	116
-2,-1,0,1,-1,-2,-2	126
-2,-1,0,1,-1,-2,-1	123
-2,-1,0,1,-1,-2,0	123
-2,-1,0,1,-1,-2,1	123
-2,-1,0,1,-1,-2,2	123
-2,-1,0,1,-1,-1,-2	126
-2,-1,0,1,-1,-1,-1	123
-2,-1,0,1,-1,-1,0	123
-2,-1,0,1,-1,-1,1	72
-2,-1,0,1,-1,-1,2	121
-2,-1,0,1,-1,0,-2	126
-2,-1,0,1,-1,0,-1	53
-2,-1,0,1,-1,0,0	19
-2,-1,0,1,-1,0,1	66
-2,-1,0,1,-1,0,2	121
-2,-1,0,1,-1,1,-2	126
-2,-1,0,1,-1,1,-1	19
-2,-1,0,1,-1,1,0	19
-2,-1,0,1,-1,1,1	19
-2,-1,0,1,-1,1,2	121
-2,-1,0,1,-1,2,-2	62
-2,-1,0,1,-1,2,-1	62
-2,-1,0,1,-1,2,0	62
-2,-1,0,1,-1,2,1	40
-2,-1,0,1,-1,2,2	59
-2,-1,0,1,0,-2,-2	63
-2,-1,0,1,0,-2,-1	63
-2,-1,0,1,0,-2,0	123
-2,-1,0,1,0,-2,1	123
-2,-1,0,1,0,-2,2	12
-2,-1,0,1,0,-1,-2	126
-2,-1,0,1,0,-1,-1	63
-2,-1,0,1,0,-1,0	72
-2,-1,0,1,0,-1,1	72
-2,-1,0,1,0,-1,2	72
-2,-1,0,1,0,0,-2	126
-2,-1,0,1,0,0,-1	125
-2,-1,0,1,0,0,0	125
-2,-1,0,1,0,0,1	125
-2,-1,0,1,0,0,2	121
-2,-1,0,1,0,1,-2	84
-2,-1,0,1,0,1,-1	46
-2,-1,0,1,0,1,0	19
-2,-1,0,1,0,1,1	40
-2,-1,0,1,0,1,2	59
-2,-1,0,1,0,2,-2	62
-2,-1,0,1,0,2,-1	62
-2,-1,0,1,0,2,0	40
-2,-1,0,1,0,2,1	40
-2,-1,0,1,0,2,2	59
-2,-1,0,1,1,-2,-2	60
-2,-1,0,1,1,-2,-1	60
-2,-1,0,1,1,-2,0	60
-2,-1,0,1,1,-2,1	60
-2,-1,0,1,1,-2,2	12
-2,-1,0,1,1,-1,-2	126
-2,-1,0,1,1,-1,-1	60
-2,-1,0,1,1,-1,0	60
-2,-1,0,1,1,-1,1	125
-2,-1,0,1,1,-1,2	125
-2,-1,0,1,1,0,-2	84
-2,-1,0,1,1,0,-1	125
-2,-1,0,1,1,0,0	125
-2,-1,0,1,1,0,1	125
-2,-1,0,1,1,0,2	125
-2,-1,0,1,1,1,-2	84
-2,-1,0,1,1,1,-1	125
-2,-1,0,1,1,1,0	125
-2,-1,0,1,1,1,1	125
-2,-1,0,1,1,1,2	59
-2,-1,0,1,1,2,-2	29
-2,-1,0,1,1,2,-1	62
-2,-1,0,1,1,2,0	40
-2,-1,0,1,1,2,1	59
-2,-1,0,1,1,2,2	59
-2,-1,0,1,2,-2,-2	20
-2,-1,0,1,2,-2,-1	20
-2,-1,0,1,2,-2,0	60
-2,-1,0,1,2,-2,1	60
-2,-1,0,1,2,-2,2	12
-2,-1,0,1,2,-1,-2	68
-2,-1,0,1,2,-1,-1	20
-2,-1,0,1,2,-1,0	60
-2,-1,0,1,2,-1,1	122
-2,-1,0,1,2,-1,2	122
-2,-1,0,1,2,0,-2	68
-2,-1,0,1,2,0,-1	125
-2,-1,0,1,2,0,0	125
-2,-1,0,1,2,0,1	125
-2,-1,0,1,2,0,2	3
-2,-1,0,1,2,1,-2	84
-2,-1,0,1,2,1,-1	125
-2,-1,0,1,2,1,0	125
-2,-1,0,1,2,1,1	125
-2,-1,0,1,2,1,2	3
-2,-1,0,1,2,2,-2	29
-2,-1,0,1,2,2,-1	3
-2,-1,0,1,2,2,0	3
-2,-1,0,1,2,2,1	3
-2,-1,0,1,2,2,2	3
-2,-1,0,2,-2,-2,-2	25
-2,-1,0,2,-2,-2,-1	25
-2,-1,0,2,-2,-2,0	25
-2,-1,0,2,-2,-2,1	25
-2,-1,0,2,-2,-2,2	25
-2,-1,0,2,-2,-1,-2	25
-2,-1,0,2,-2,-1,-1	25
-2,-1,0,2,-2,-1,0	25
-2,-1,0,2,-2,-1,1	25
-2,-1,0,2,-2,-1,2	25
-2,-1,0,2,-2,0,-2	25
-2,-1,0,2,-2,0,-1	25
-2,-1,0,2,-2,0,0	25
-2,-1,0,2,-2,0,1	25
-2,-1,0,2,-2,0,2	121
-2,-1,0,2,-2,1,-2	90
-2,-1,0,2,-2,1,-1	90
-2,-1,0,2,-2,1,0	25
-2,-1,0,2,-2,1,1	25
-2,-1,0,2,-2,1,2	121
-2,-1,0,2,-2,2,-2	13
-2,-1,0,2,-2,2,-1	13
-2,-1,0,2,-2,2,0	116
-2,-1,0,2,-2,2,1	116
-2,-1,0,2,-2,2,2	116
-2,-1,0,2,-1,-2,-2	126
-2,-1,0,2,-1,-2,-1	25
-2,-1,0,2,-1,-2,0	25
-2,-1,0,2,-1,-2,1	25
-2,-1,0,2,-1,-2,2	121
-2,-1,0,2,-1,-1,-2	126
-2,-1,0,2,-1,-1,-1	25
-2,-1,0,2,-1,-1,0	25
-2,-1,0,2,-1,-1,1	25
-2,-1,0,2,-1,-1,2	121
-2,-1,0,2,-1,0,-2	126
-2,-1,0,2,-1,0,-1	25
-2,-1,0,2,-1,0,0	25
-2,-1,0,2,-1,0,1	125
-2,-1,0,2,-1,0,2	121
-2,-1,0,2,-1,1,-2	46
-2,-1,0,2,-1,1,-1	46
-2,-1,0,2,-1,1,0	25
-2,-1,0,2,-1,1,1	40
-2,-1,0,2,-1,1,2	121
-2,-1,0,2,-1,2,-2	7
-2,-1,0,2,-1,2,-1	40
-2,-1,0,2,-1,2,0	40
-2,-1,0,2,-1,2,1	40
-2,-1,0,2,-1,2,2	40
-2,-1,0,2,0,-2,-2	94
-2,-1,0,2,0,-2,-1	63
-2,-1,0,2,0,-2,0	60
-2,-1,0,2,0,-2,1	125
-2,-1,0,2,0,-2,2	121
-2,-1,0,2,0,-1,-2	126
-2,-1,0,2,0,-1,-1	25
-2,-1,0,2,0,-1,0	25
-2,-1,0,2,0,-1,1	125
-2,-1,0,2,0,-1,2	121
-2,-1,0,2,0,0,-2	46
-2,-1,0,2,0,0,-1	125
-2,-1,0,2,0,0,0	125
-2,-1,0,2,0,0,1	125
-2,-1,0,2,0,0,2	121
-2,-1,0,2,0,1,-2	46
-2,-1,0,2,0,1,-1	46
-2,-1,0,2,0,1,0	40
-2,-1,0,2,0,1,1	40
-2,-1,0,2,0,1,2	40
-2,-1,0,2,0,2,-2	29
-2,-1,0,2,0,2,-1	40
-2,-1,0,2,0,2,0	40
-2,-1,0,2,0,2,1	40
-2,-1,0,2,0,2,2	40
-2,-1,0,2,1,-2,-2	94
-2,-1,0,2,1,-2,-1	60
-2,-1,0,2,1,-2,0	60
-2,-1,0,2,1,-2,1	125
-2,-1,0,2,1,-2,2	125
-2,-1,0,2,1,-1,-2	94
-2,-1,0,2,1,-1,-1	125
-2,-1,0,2,1,-1,0	125
-2,-1,0,2,1,-1,1	125
-2,-1,0,2,1,-1,2	125
-2,-1,0,2,1,0,-2	125
-2,-1,0,2,1,0,-1	125
-2,-1,0,2,1,0,0	125
-2,-1,0,2,1,0,1	125
-2,-1,0,2,1,0,2	125
-2,-1,0,2,1,1,-2	29
-2,-1,0,2,1,1,-1	125
-2,-1,0,2,1,1,0	125
-2,-1,0,2,1,1,1	125
-2,-1,0,2,1,1,2	125
-2,-1,0,2,1,2,-2	29
-2,-1,0,2,1,2,-1	40
-2,-1,0,2,1,2,0	40
-2,-1,0,2,1,2,1	40
-2,-1,0,2,1,2,2	59
-2,-1,0,2,2,-2,-2	94
-2,-1,0,2,2,-2,-1	20
-2,-1,0,2,2,-2,0	60
-2,-1,0,2,2,-2,1	125
-2,-1,0,2,2,-2,2	125
-2,-1,0,2,2,-1,-2	68
-2,-1,0,2,2,-1,-1	125
-2,-1,0,2,2,-1,0	125
-2,-1,0,2,2,-1,1	125
-2,-1,0,2,2,-1,2	125
-2,-1,0,2,2,0,-2	125
-2,-1,0,2,2,0,-1	125
-2,-1,0,2,2,0,0	125
-2,-1,0,2,2,0,1	125
-2,-1,0,2,2,0,2	125
-2,-1,0,2,2,1,-2	29
-2,-1,0,2,2,1,-1	125
-2,-1,0,2,2,1,0	125
-2,-1,0,2,2,1,1	125
-2,-1,0,2,2,1,2	125
-2,-1,0,2,2,2,-2	29
-2,-1,0,2,2,2,-1	40
-2,-1,0,2,2,2,0	40
-2,-1,0,2,2,2,1	40
-2,-1,0,2,2,2,2	3
-2,-1,1,-2,-2,-2,-2	79
-2,-1,1,-2,-2,-2,-1	22
-2,-1,1,-2,-2,-2,0	106
-2,-1,1,-2,-2,-2,1	2
-2,-1,1,-2,-2,-2,2	11
-2,-1,1,-2,-2,-1,-2	79
-2,-1,1,-2,-2,-1,-1	106
-2,-1,1,-2,-2,-1,0	106
-2,-1,1,-2,-2,-1,1	106
-2,-1,1,-2,-2,-1,2	67
-2,-1,1,-2,-2,0,-2	79
-2,-1,1,-2,-2,0,-1	106
-2,-1,1,-2,-2,0,0	106
-2,-1,1,-2,-2,0,1	66
-2,-1,1,-2,-2,0,2	67
-2,-1,1,-2,-2,1,-2	42
-2,-1,1,-2,-2,1,-1	10
-2,-1,1,-2,-2,1,0	19
-2,-1,1,-2,-2,1,1	19
-2,-1,1,-2,-2,1,2	67
-2,-1,1,-2,-2,2,-2	64
-2,-1,1,-2,-2,2,-1	10
-2,-1,1,-2,-2,2,0	10
-2,-1,1,-2,-2,2,1	47
-2,-1,1,-2,-2,2,2	47
-2,-1,1,-2,-1,-2,-2	79
-2,-1,1,-2,-1,-2,-1	22
-2,-1,1,-2,-1,-2,0	106
-2,-1,1,-2,-1,-2,1	106
-2,-1,1,-2,-1,-2,2	12
-2,-1,1,-2,-1,-1,-2	79
-2,-1,1,-2,-1,-1,-1	106
-2,-1,1,-2,-1,-1,0	106
-2,-1,1,-2,-1,-1,1	106
-2,-1,1,-2,-1,-1,2	67
-2,-1,1,-2,-1,0,-2	79
-2,-1,1,-2,-1,0,-1	106
-2,-1,1,-2,-1,0,0	106
-2,-1,1,-2,-1,0,1	66
-2,-1,1,-2,-1,0,2	67
-2,-1,1,-2,-1,1,-2	42
-2,-1,1,-2,-1,1,-1	10
-2,-1,1,-2,-1,1,0	19
-2,-1,1,-2,-1,1,1	47
-2,-1,1,-2,-1,1,2	67
-2,-1,1,-2,-1,2,-2	64
-2,-1,1,-2,-1,2,-1	10
-2,-1,1,-2,-1,2,0	10
-2,-1,1,-2,-1,2,1	47
-2,-1,1,-2,-1,2,2	47
-2,-1,1,-2,0,-2,-2	79
-2,-1,1,-2,0,-2,-1	22
-2,-1,1,-2,0,-2,0	106
-2,-1,1,-2,0,-2,1	106
-2,-1,1,-2,0,-2,2	12
-2,-1,1,-2,0,-1,-2	79
-2,-1,1,-2,0,-1,-1	106
-2,-1,1,-2,0,-1,0	106
-2,-1,1,-2,0,-1,1	106
-2,-1,1,-2,0,-1,2	67
-2,-1,1,-2,0,0,-2	79
-2,-1,1,-2,0,0,-1	106
-2,-1,1,-2,0,0,0	106
-2,-1,1,-2,0,0,1	47
-2,-1,1,-2,0,0,2	67
-2,-1,1,-2,0,1,-2	42
-2,-1,1,-2,0,1,-1	10
-2,-1,1,-2,0,1,0	47
-2,-1,1,-2,0,1,1	47
-2,-1,1,-2,0,1,2	47
-2,-1,1,-2,0,2,-2	64
-2,-1,1,-2,0,2,-1	10
-2,-1,1,-2,0,2,0	47
-2,-1,1,-2,0,2,1	47
-2,-1,1,-2,0,2,2	47
-2,-1,1,-2,1,-2,-2	48
-2,-1,1,-2,1,-2,-1	48
-2,-1,1,-2,1,-2,0	48
-2,-1,1,-2,1,-2,1	122
-2,-1,1,-2,1,-2,2	12
-2,-1,1,-2,1,-1,-2	79
-2,-1,1,-2,1,-1,-1	106
-2,-1,1,-2,1,-1,0	106
-2,-1,1,-2,1,-1,1	122
-2,-1,1,-2,1,-1,2	122
-2,-1,1,-2,1,0,-2	79
-2,-1,1,-2,1,0,-1	47
-2,-1,1,-2,1,0,0	47
-2,-1,1,-2,1,0,1	47
-2,-1,1,-2,1,0,2	56
-2,-1,1,-2,1,1,-2	42
-2,-1,1,-2,1,1,-1	47
-2,-1,1,-2,1,1,0	47
-2,-1,1,-2,1,1,1	47
-2,-1,1,-2,1,1,2	47
-2,-1,1,-2,1,2,-2	64
-2,-1,1,-2,1,2,-1	47
-2,-1,1,-2,1,2,0	47
-2,-1,1,-2,1,2,1	47
-2,-1,1,-2,1,2,2	47
-2,-1,1,-2,2,-2,-2	48
-2,-1,1,-2,2,-2,-1	48
-2,-1,1,-2,2,-2,0	48
-2,-1,1,-2,2,-2,1	122
-2,-1,1,-2,2,-2,2	122
-2,-1,1,-2,2,-1,-2	48
-2,-1,1,-2,2,-1,-1	48
-2,-1,1,-2,2,-1,0	122
-2,-1,1,-2,2,-1,1	122
-2,-1,1,-2,2,-1,2	122
-2,-1,1,-2,2,0,-2	97
-2,-1,1,-2,2,0,-1	122
-2,-1,1,-2,2,0,0	122
-2,-1,1,-2,2,0,1	122
-2,-1,1,-2,2,0,2	56
-2,-1,1,-2,2,1,-2	97
-2,-1,1,-2,2,1,-1	47
-2,-1,1,-2,2,1,0	47
-2,-1,1,-2,2,1,1	47
-2,-1,1,-2,2,1,2	56
-2,-1,1,-2,2,2,-2	78
-2,-1,1,-2,2,2,-1	47
-2,-1,1,-2,2,2,0	47
-2,-1,1,-2,2,2,1	47
-2,-1,1,-2,2,2,2	47
-2,-1,1,-1,-2,-2,-2	79
-2,-1,1,-1,-2,-2,-1	106
-2,-1,1,-1,-2,-2,0	106
-2,-1,1,-1,-2,-2,1	2
-2,-1,1,-1,-2,-2,2	11
-2,-1,1,-1,-2,-1,-2	79
-2,-1,1,-1,-2,-1,-1	106
-2,-1,1,-1,-2,-1,0	106
-2,-1,1,-1,-2,-1,1	106
-2,-1,1,-1,-2,-1,2	39
-2,-1,1,-1,-2,0,-2	79
-2,-1,1,-1,-2,0,-1	106
-2,-1,1,-1,-2,0,0	106
-2,-1,1,-1,-2,0,1	66
-2,-1,1,-1,-2,0,2	39
-2,-1,1,-1,-2,1,-2	42
-2,-1,1,-1,-2,1,-1	19
-2,-1,1,-1,-2,1,0	19
-2,-1,1,-1,-2,1,1	19
-2,-1,1,-1,-2,1,2	116
-2,-1,1,-1,-2,2,-2	64
-2,-1,1,-1,-2,2,-1	10
-2,-1,1,-1,-2,2,0	116
-2,-1,1,-1,-2,2,1	116
-2,-1,1,-1,-2,2,2	116
-2,-1,1,-1,-1,-2,-2	79
-2,-1,1,-1,-1,-2,-1	106
-2,-1,1,-1,-1,-2,0	106
-2,-1,1,-1,-1,-2,1	106
-2,-1,1,-1,-1,-2,2	12
-2,-1,1,-1,-1,-1,-2	79
-2,-1,1,-1,-1,-1,-1	106
-2,-1,1,-1,-1,-1,0	106
-2,-1,1,-1,-1,-1,1	106
-2,-1,1,-1,-1,-1,2	106
-2,-1,1,-1,-1,0,-2	79
-2,-1,1,-1,-1,0,-1	106
-2,-1,1,-1,-1,0,0	106
-2,-1,1,-1,-1,0,1	66
-2,-1,1,-1,-1,0,2	66
-2,-1,1,-1,-1,1,-2	42
-2,-1,1,-1,-1,1,-1	19
-2,-1,1,-1,-1,1,0	19
-2,-1,1,-1,-1,1,1	19
-2,-1,1,-1,-1,1,2	19
-2,-1,1,-1,-1,2,-2	64
-2,-1,1,-1,-1,2,-1	10
-2,-1,1,-1,-1,2,0	19
-2,-1,1,-1,-1,2,1	47
-2,-1,1,-1,-1,2,2	47
-2,-1,1,-1,0,-2,-2	63
-2,-1,1,-1,0,-2,-1	63
-2,-1,1,-1,0,-2,0	106
-2,-1,1,-1,0,-2,1	106
-2,-1,1,-1,0,-2,2	12
-2,-1,1,-1,0,-1,-2	79
-2,-1,1,-1,0,-1,-1	106
-2,-1,1,-1,0,-1,0	106
-2,-1,1,-1,0,-1,1	106
-2,-1,1,-1,0,-1,2	106
-2,-1,1,-1,0,0,-2	79
-2,-1,1,-1,0,0,-1	106
-2,-1,1,-1,0,0,0	106
-2,-1,1,-1,0,0,1	66
-2,-1,1,-1,0,0,2	66
-2,-1,1,-1,0,1,-2	42
-2,-1,1,-1,0,1,-1	19
-2,-1,1,-1,0,1,0	19
-2,-1,1,-1,0,1,1	19
-2,-1,1,-1,0,1,2	19
-2,-1,1,-1,0,2,-2	64
-2,-1,1,-1,0,2,-1	10
-2,-1,1,-1,0,2,0	47
-2,-1,1,-1,0,2,1	47
-2,-1,1,-1,0,2,2	47
-2,-1,1,-1,1,-2,-2	20
-2,-1,1,-1,1,-2,-1	20
-2,-1,1,-1,1,-2,0	20
-2,-1,1,-1,1,-2,1	122
-2,-1,1,-1,1,-2,2	12
-2,-1,1,-1,1,-1,-2	79
-2,-1,1,-1,1,-1,-1	106
-2,-1,1,-1,1,-1,0	106
-2,-1,1,-1,1,-1,1	122
-2,-1,1,-1,1,-1,2	122
-2,-1,1,-1,1,0,-2	84
-2,-1,1,-1,1,0,-1	106
-2,-1,1,-1,1,0,0	106
-2,-1,1,-1,1,0,1	122
-2,-1,1,-1,1,0,2	122
-2,-1,1,-1,1,1,-2	84
-2,-1,1,-1,1,1,-1	19
-2,-1,1,-1,1,1,0	19
-2,-1,1,-1,1,1,1	47
-2,-1,1,-1,1,1,2	47
-2,-1,1,-1,1,2,-2	64
-2,-1,1,-1,1,2,-1	47
-2,-1,1,-1,1,2,0	47
-2,-1,1,-1,1,2,1	47
-2,-1,1,-1,1,2,2	47
-2,-1,1,-1,2,-2,-2	20
-2,-1,1,-1,2,-2,-1	20
-2,-1,1,-1,2,-2,0	20
-2,-1,1,-1,2,-2,1	122
-2,-1,1,-1,2,-2,2	122
-2,-1,1,-1,2,-1,-2	20
-2,-1,1,-1,2,-1,-1	122
-2,-1,1,-1,2,-1,0	122
-2,-1,1,-1,2,-1,1	122
-2,-1,1,-1,2,-1,2	122
-2,-1,1,-1,2,0,-2	20
-2,-1,1,-1,2,0,-1	122
-2,-1,1,-1,2,0,0	122
-2,-1,1,-1,2,0,1	122
-2,-1,1,-1,2,0,2	122
-2,-1,1,-1,2,1,-2	84
-2,-1,1,-1,2,1,-1	122
-2,-1,1,-1,2,1,0	122
-2,-1,1,-1,2,1,1	122
-2,-1,1,-1,2,1,2	122
-2,-1,1,-1,2,2,-2	78
-2,-1,1,-1,2,2,-1	47
-2,-1,1,-1,2,2,0	47
-2,-1,1,-1,2,2,1	47
-2,-1,1,-1,2,2,2	47
-2,-1,1,0,-2,-2,-2	126
-2,-1,1,0,-2,-2,-1	123
-2,-1,1,0,-2,-2,0	123
-2,-1,1,0,-2,-2,1	2
-2,-1,1,0,-2,-2,2	11
-2,-1,1,0,-2,-1,-2	126
-2,-1,1,0,-2,-1,-1	25
-2,-1,1,0,-2,-1,0	25
-2,-1,1,0,-2,-1,1	25
-2,-1,1,0,-2,-1,2	39
-2,-1,1,0,-2,0,-2	126
-2,-1,1,0,-2,0,-1	25
-2,-1,1,0,-2,0,0	25
-2,-1,1,0,-2,0,1	25
-2,-1,1,0,-2,0,2	39
-2,-1,1,0,-2,1,-2	126
-2,-1,1,0,-2,1,-1	19
-2,-1,1,0,-2,1,0	19
-2,-1,1,0,-2,1,1	116
-2,-1,1,0,-2,1,2	116
-2,-1,1,0,-2,2,-2	62
-2,-1,1,0,-2,2,-1	62
-2,-1,1,0,-2,2,0	116
-2,-1,1,0,-2,2,1	116
-2,-1,1,0,-2,2,2	116
-2,-1,1,0,-1,-2,-2	126
-2,-1,1,0,-1,-2,-1	123
-2,-1,1,0,-1,-2,0	123
-2,-1,1,0,-1,-2,1	123
-2,-1,1,0,-1,-2,2	123
-2,-1,1,0,-1,-1,-2	126
-2,-1,1,0,-1,-1,-1	106
-2,-1,1,0,-1,-1,0	106
-2,-1,1,0,-1,-1,1	106
-2,-1,1,0,-1,-1,2	106
-2,-1,1,0,-1,0,-2	126
-2,-1,1,0,-1,0,-1	106
-2,-1,1,0,-1,0,0	106
-2,-1,1,0,-1,0,1	66
-2,-1,1,0,-1,0,2	66
-2,-1,1,0,-1,1,-2	126
-2,-1,1,0,-1,1,-1	19
-2,-1,1,0,-1,1,0	19
-2,-1,1,0,-1,1,1	19
-2,-1,1,0,-1,1,2	19
-2,-1,1,0,-1,2,-2	62
-2,-1,1,0,-1,2,-1	62
-2,-1,1,0,-1,2,0	62
-2,-1,1,0,-1,2,1	116
-2,-1,1,0,-1,2,2	116
-2,-1,1,0,0,-2,-2	63
-2,-1,1,0,0,-2,-1	63
-2,-1,1,0,0,-2,0	123
-2,-1,1,0,0,-2,1	123
-2,-1,1,0,0,-2,2	12
-2,-1,1,0,0,-1,-2	126
-2,-1,1,0,0,-1,-1	106
-2,-1,1,0,0,-1,0	106
-2,-1,1,0,0,-1,1	106
-2,-1,1,0,0,-1,2	106
-2,-1,1,0,0,0,-2	126
-2,-1,1,0,0,0,-1	106
-2,-1,1,0,0,0,0	106
-2,-1,1,0,0,0,1	66
-2,-1,1,0,0,0,2	66
-2,-1,1,0,0,1,-2	84
-2,-1,1,0,0,1,-1	19
-2,-1,1,0,0,1,0	19
-2,-1,1,0,0,1,1	19
-2,-1,1,0,0,1,2	113
-2,-1,1,0,0,2,-2	62
-2,-1,1,0,0,2,-1	62
-2,-1,1,0,0,2,0	124
-2,-1,1,0,0,2,1	47
-2,-1,1,0,0,2,2	113
-2,-1,1,0,1,-2,-2	20
-2,-1,1,0,1,-2,-1	20
-2,-1,1,0,1,-2,0	20
-2,-1,1,0,1,-2,1	20
-2,-1,1,0,1,-2,2	12
-2,-1,1,0,1,-1,-2	126
-2,-1,1,0,1,-1,-1	20
-2,-1,1,0,1,-1,0	106
-2,-1,1,0,1,-1,1	122
-2,-1,1,0,1,-1,2	122
-2,-1,1,0,1,0,-2	84
-2,-1,1,0,1,0,-1	20
-2,-1,1,0,1,0,0	106
-2,-1,1,0,1,0,1	122
-2,-1,1,0,1,0,2	122
-2,-1,1,0,1,1,-2	84
-2,-1,1,0,1,1,-1	84
-2,-1,1,0,1,1,0	124
-2,-1,1,0,1,1,1	47
-2,-1,1,0,1,1,2	59
-2,-1,1,0,1,2,-2	84
-2,-1,1,0,1,2,-1	124
-2,-1,1,0,1,2,0	124
-2,-1,1,0,1,2,1	47
-2,-1,1,0,1,2,2	59
-2,-1,1,0,2,-2,-2	20
-2,-1,1,0,2,-2,-1	20
-2,-1,1,0,2,-2,0	20
